City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
311,hovd,MN,48.0056,91.6419,62.87,34,4,3.8,clear sky,0.0,0
312,south lake tahoe,US,38.9332,-119.9844,64.85,72,0,0.0,clear sky,0.0,0
313,lavumisa,SZ,-27.31,31.892,70.97,49,71,6.76,broken clouds,0.0,0
314,raudeberg,NO,61.9875,5.1352,50.67,82,99,11.12,overcast clouds,0.0,0
315,san estanislao,CO,10.3983,-75.1511,82.29,74,2,5.53,clear sky,0.0,0
316,tondano,ID,1.3038,124.9112,68.09,93,99,1.43,light rain,0.13,0
317,sindor,RU,62.8629,51.8905,68.65,95,100,5.21,moderate rain,1.05,0
318,minab,IR,27.1467,57.0801,102.52,37,20,9.22,haze,0.0,0
319,hue,VN,16.4667,107.6,82.51,89,75,3.44,broken clouds,0.0,0
320,lorengau,PG,-2.0226,147.2712,81.16,79,100,13.31,overcast clouds,0.0,0
321,salalah,OM,17.0151,54.0924,79.39,92,100,10.8,light rain,0.1,0
322,fortuna,US,40.5982,-124.1573,53.65,92,0,3.13,clear sky,0.0,0
323,lewistown,US,40.5992,-77.5714,77.61,94,20,0.0,few clouds,0.0,0
324,rundu,NA,-17.9333,19.7667,77.68,16,0,10.2,clear sky,0.0,0
325,natchitoches,US,31.7668,-93.1335,78.78,89,100,3.44,overcast clouds,0.0,0
326,barra do garcas,BR,-15.89,-52.2567,82.98,44,0,5.75,clear sky,0.0,0
327,posse,BR,-14.0931,-46.3694,79.52,39,22,8.16,few clouds,0.0,0
328,stokmarknes,NO,68.5646,14.9108,51.76,93,75,12.66,moderate rain,0.36,0
329,ahtopol,BG,42.1,27.95,79.09,55,4,9.08,clear sky,0.0,0
330,kidal,ML,18.4411,1.4078,105.12,18,11,9.17,few clouds,0.0,0
331,payo,ID,-3.7508,103.6372,74.37,99,100,3.47,light rain,0.18,0
332,mogzon,RU,51.7435,111.9606,58.71,93,100,2.86,light rain,0.11,0
333,luba,GQ,3.4568,8.5547,85.89,85,86,13.24,light rain,0.27,0
334,brae,GB,60.3964,-1.353,53.74,74,11,15.3,few clouds,0.0,0
335,beira,MZ,-19.8436,34.8389,77.09,57,20,12.66,few clouds,0.0,0
336,ambilobe,MG,-13.2,49.05,78.58,55,46,3.09,scattered clouds,0.0,0
337,country club,US,25.9482,-80.317,87.03,69,40,11.5,scattered clouds,0.0,0
338,morondava,MG,-20.2833,44.2833,74.82,56,0,14.99,clear sky,0.0,0
339,vila franca do campo,PT,37.7167,-25.4333,72.01,81,46,9.35,scattered clouds,0.0,0
340,husavik,IS,66.0449,-17.3389,55.81,57,30,5.68,scattered clouds,0.0,0
341,san cristobal,VE,7.7669,-72.225,66.38,77,97,1.48,overcast clouds,0.0,0
342,bull savanna,JM,17.8868,-77.5902,79.56,67,100,1.68,overcast clouds,0.0,0
343,port hardy,CA,50.6996,-127.4199,55.58,94,100,4.61,overcast clouds,0.0,0
344,arroyos y esteros,PY,-25.0667,-57.1,80.35,36,100,11.54,overcast clouds,0.0,0
345,kano,NG,12.0001,8.5167,88.93,46,97,6.69,light rain,0.12,0
346,santa rosa,PH,14.3122,121.1114,86.11,82,9,2.84,clear sky,0.0,0
347,kushima,JP,31.4583,131.2333,79.27,89,100,5.91,moderate rain,2.59,0
348,praxedis guerrero,MX,31.3667,-106.0167,84.38,36,62,9.73,broken clouds,0.0,0
349,san javier,ES,37.8063,-0.8374,100.58,52,0,8.05,clear sky,0.0,0
350,voh,NC,-20.9667,164.7,66.38,68,85,8.03,overcast clouds,0.0,0
351,tokmak,UA,47.2514,35.7058,90.0,20,0,2.86,clear sky,0.0,0
352,hualmay,PE,-11.0964,-77.6139,61.45,78,64,10.87,broken clouds,0.0,0
353,bakel,SN,14.905,-12.4568,92.03,39,100,5.26,overcast clouds,0.0,0
354,clyde river,CA,70.4692,-68.5914,57.43,54,0,10.36,clear sky,0.0,0
355,tabory,RU,58.5198,64.5495,70.9,84,100,4.25,overcast clouds,0.0,0
356,saint anthony,US,45.0205,-93.218,75.83,79,20,11.5,few clouds,0.0,0
357,yeppoon,AU,-23.1333,150.7333,58.78,85,1,12.88,clear sky,0.0,0
358,portland,US,45.5234,-122.6762,58.44,86,0,3.44,clear sky,0.0,0
359,baykit,RU,61.67,96.37,52.65,91,75,1.07,broken clouds,0.0,0
360,taltal,CL,-25.4,-70.4833,58.03,56,0,4.52,clear sky,0.0,0
361,give,DK,55.8398,9.25,61.99,63,75,18.41,broken clouds,0.0,0
362,palm valley,US,30.1775,-81.3876,84.13,81,97,1.61,overcast clouds,0.0,0
363,yerbogachen,RU,61.2767,108.0108,59.09,69,88,1.61,overcast clouds,0.0,0
364,emerald,AU,-23.5333,148.1667,47.34,67,5,6.58,clear sky,0.0,0
365,tambopata,PE,-12.7333,-69.1833,73.29,94,0,5.75,clear sky,0.0,0
366,maragogi,BR,-9.0122,-35.2225,79.74,70,16,12.01,few clouds,0.0,0
367,kuopio,FI,62.8924,27.677,64.35,52,0,2.3,clear sky,0.0,0
368,antalaha,MG,-14.9003,50.2788,72.99,76,9,11.77,clear sky,0.0,0
369,half moon bay,US,37.4636,-122.4286,58.86,89,100,9.22,mist,0.0,0
370,tiksi,RU,71.6872,128.8694,41.38,84,100,8.9,overcast clouds,0.0,0
371,bichena,ET,10.45,38.2,59.77,80,85,7.92,light rain,0.61,0
372,huicheng,CN,23.0385,116.2899,82.67,85,100,11.01,overcast clouds,0.0,0
373,pailon,BO,-17.65,-62.75,73.08,68,100,14.09,overcast clouds,0.0,0
374,viedma,AR,-40.8135,-62.9967,46.58,89,100,14.41,overcast clouds,0.0,0
375,ahipara,NZ,-35.1667,173.1667,53.58,83,100,11.81,overcast clouds,0.0,0
376,beloha,MG,-25.1667,45.05,72.68,40,0,12.24,clear sky,0.0,0
377,sur,OM,22.5667,59.5289,84.31,77,100,7.47,overcast clouds,0.0,0
378,katsuura,JP,35.1333,140.3,74.53,95,100,2.73,overcast clouds,0.0,0
379,waddan,LY,29.1614,16.139,92.03,21,0,11.56,clear sky,0.0,0
380,soyo,AO,-6.1349,12.3689,76.05,73,25,10.71,scattered clouds,0.0,0
381,olinda,BR,-8.0089,-34.8553,80.33,74,75,17.27,broken clouds,0.0,0
382,deputatskiy,RU,69.3,139.9,56.01,85,100,3.42,overcast clouds,0.0,0
383,sola,VU,-13.8833,167.55,79.66,75,22,13.6,few clouds,0.0,0
384,cape canaveral,US,28.4058,-80.6048,86.07,75,0,9.22,clear sky,0.0,0
385,new amsterdam,GY,6.25,-57.5167,79.81,91,100,3.47,heavy intensity rain,10.38,0
386,pisco,PE,-13.7,-76.2167,59.02,82,40,4.61,scattered clouds,0.0,0
387,honiara,SB,-9.4333,159.95,76.44,87,100,3.87,overcast clouds,0.0,0
388,arica,CL,-18.475,-70.3042,61.03,72,100,4.61,overcast clouds,0.0,0
389,vestmanna,FO,62.1564,-7.1664,50.92,76,75,11.5,broken clouds,0.0,0
390,muscle shoals,US,34.7448,-87.6675,82.85,80,0,1.01,clear sky,0.0,0
391,phalaborwa,ZA,-23.943,31.1411,70.88,48,98,10.22,overcast clouds,0.0,0
392,chipata,ZM,-13.6333,32.65,73.71,37,54,8.95,broken clouds,0.0,0
393,monrovia,LR,6.3005,-10.7969,76.77,77,100,12.26,light rain,0.11,0
394,alice springs,AU,-23.7,133.8833,44.15,39,0,5.75,clear sky,0.0,0
395,povoa de varzim,PT,41.3834,-8.7636,91.24,78,0,6.91,clear sky,0.0,0
396,greenwood,US,34.1668,-82.1165,79.29,54,0,0.0,clear sky,0.0,0
397,deer lake,CA,49.1667,-57.4316,57.06,82,100,4.61,overcast clouds,0.0,0
398,abhar,IR,36.1468,49.218,79.3,33,0,9.01,clear sky,0.0,0
399,mindelo,CV,16.8901,-24.9804,80.15,57,75,16.11,broken clouds,0.0,0
400,guangyuan,CN,32.442,105.823,79.41,91,100,2.06,overcast clouds,0.0,0
401,karratha,AU,-20.7377,116.8463,66.88,53,6,2.73,clear sky,0.0,0
402,point pedro,LK,9.8167,80.2333,81.61,81,98,22.55,overcast clouds,0.0,0
403,formosa,AR,-26.1775,-58.1781,75.18,57,75,10.36,broken clouds,0.0,0
404,grand gaube,MU,-20.0064,57.6608,71.38,73,58,7.0,broken clouds,0.0,0
405,whitley bay,GB,55.0397,-1.4471,70.32,73,40,17.27,light rain,0.36,0
406,antigonish,CA,45.6169,-61.9986,67.01,88,55,5.95,broken clouds,0.0,0
407,aswan,EG,24.0934,32.907,105.1,10,0,10.36,clear sky,0.0,0
408,toora-khem,RU,52.4675,96.11,52.75,78,98,1.66,light rain,0.11,0
409,elat,IL,29.5581,34.9482,100.24,25,0,9.22,clear sky,0.0,0
410,port lincoln,AU,-34.7333,135.8667,57.11,41,80,18.63,broken clouds,0.0,0
411,taoudenni,ML,22.6783,-3.9836,113.43,6,6,18.21,clear sky,0.0,0
412,mweka,CD,-4.85,21.5667,97.83,20,55,1.72,broken clouds,0.0,0
413,kota kinabalu,MY,5.9749,116.0724,80.58,74,20,5.99,few clouds,0.0,0
414,saint-louis,SN,16.3333,-15.0,99.09,33,13,7.76,few clouds,0.0,0
415,champerico,GT,14.3,-91.9167,79.34,78,91,2.35,overcast clouds,0.0,0
416,maumere,ID,-8.6199,122.2111,77.4,80,99,7.87,overcast clouds,0.0,0
417,mahon,ES,39.8885,4.2658,86.56,54,0,9.22,clear sky,0.0,0
418,labuan,MY,5.2767,115.2417,79.16,94,20,0.0,few clouds,0.0,0
419,villeneuve-sur-lot,FR,44.5,0.6667,93.72,35,5,9.44,clear sky,0.0,0
420,bafra,TR,41.5678,35.9069,78.82,61,70,6.49,broken clouds,0.0,0
421,vozuca,BA,44.3614,18.3578,90.28,23,0,5.17,clear sky,0.0,0
422,santa vitoria do palmar,BR,-33.5189,-53.3681,60.22,98,100,4.63,light rain,0.98,0
423,yokadouma,CM,3.5167,15.05,78.01,84,48,2.84,light rain,0.91,0
424,laguna,US,38.421,-121.4238,68.18,77,0,5.75,clear sky,0.0,0
425,nhamunda,BR,-2.1861,-56.7131,87.51,57,81,5.17,broken clouds,0.0,0
426,kodinsk,RU,58.6881,99.1844,56.16,67,7,2.06,clear sky,0.0,0
427,teya,RU,60.3778,92.6267,51.71,90,97,2.06,light rain,0.11,0
428,salta,AR,-24.7859,-65.4117,62.58,50,0,16.11,clear sky,0.0,0
429,necochea,AR,-38.5473,-58.7368,51.13,94,100,11.74,overcast clouds,0.0,0
430,puerto colombia,CO,10.9878,-74.9547,80.69,72,0,4.0,clear sky,0.0,0
431,ballina,AU,-28.8667,153.5667,51.01,97,6,6.06,clear sky,0.0,0
432,limon,CR,10.0,-83.0333,73.29,100,100,5.75,overcast clouds,0.0,0
433,te anau,NZ,-45.4167,167.7167,33.42,93,54,1.77,broken clouds,0.0,0
434,inhambane,MZ,-23.865,35.3833,76.98,61,75,11.5,broken clouds,0.0,0
435,pastavy,BY,55.1168,26.8326,61.75,81,56,13.02,broken clouds,0.0,0
436,boa vista,BR,2.8197,-60.6733,76.98,88,100,5.75,light rain,0.48,0
437,namtsy,RU,62.7161,129.6658,66.0,88,100,3.02,overcast clouds,0.0,0
438,college,US,64.8569,-147.8028,54.81,71,75,6.91,smoke,0.0,0
439,rambha,IN,19.5167,85.1,84.69,75,99,7.58,overcast clouds,0.0,0
440,hervey bay,AU,-25.2986,152.8535,60.84,77,25,11.27,scattered clouds,0.0,0
441,kibala,TD,9.1104,18.3463,85.95,66,40,5.75,thunderstorm,0.0,0
442,tumkur,IN,13.3422,77.1017,72.91,74,86,15.37,overcast clouds,0.0,0
443,uyar,RU,55.81,94.3153,56.34,67,72,2.84,broken clouds,0.0,0
444,surgut,RU,61.25,73.4167,71.78,60,0,7.0,clear sky,0.0,0
445,samarai,PG,-10.6167,150.6667,76.73,71,100,15.82,overcast clouds,0.0,0
446,mpika,ZM,-11.8343,31.4529,68.13,46,85,8.97,overcast clouds,0.0,0
447,kinshasa,CD,-4.3246,15.3215,96.03,24,3,0.81,clear sky,0.0,0
448,concordia,AR,-31.393,-58.0209,60.87,94,100,11.99,thunderstorm with drizzle,0.0,0
449,sao joao da barra,BR,-21.6403,-41.0511,77.09,71,42,15.84,scattered clouds,0.0,0
450,sambava,MG,-14.2667,50.1667,73.74,77,56,14.12,broken clouds,0.0,0
451,taunggyi,MM,20.7833,97.0333,67.17,93,100,2.37,overcast clouds,0.0,0
452,folldal,NO,62.1325,9.9968,52.27,48,100,10.63,overcast clouds,0.0,0
453,svetlyy,RU,54.675,20.1347,60.85,66,29,18.39,scattered clouds,0.0,0
454,shostka,UA,51.863,33.4698,57.18,93,100,5.44,overcast clouds,0.0,0
455,salto,UY,-31.3833,-57.9667,60.96,94,100,11.99,thunderstorm with drizzle,0.0,0
456,san luis,AR,-33.295,-66.3356,37.09,93,75,13.8,mist,0.0,0
457,storm lake,US,42.6411,-95.2097,79.02,73,0,3.44,clear sky,0.0,0
458,ormara,PK,25.2088,64.6357,84.16,81,100,11.39,overcast clouds,0.0,0
459,lokosovo,RU,61.1333,74.8167,68.7,63,70,2.68,broken clouds,0.0,0
460,mporokoso,ZM,-9.3727,30.125,80.46,26,73,7.0,broken clouds,0.0,0
461,takoradi,GH,4.8845,-1.7554,78.1,81,67,12.77,light rain,0.13,0
462,nur,PL,52.6683,22.3221,66.88,46,44,18.97,scattered clouds,0.0,0
463,genhe,CN,50.7833,121.5167,61.83,95,100,2.91,overcast clouds,0.0,0
464,manggar,ID,-2.8833,108.2667,80.89,82,80,3.98,broken clouds,0.0,0
465,betong,TH,5.7743,101.0723,73.15,89,68,0.94,broken clouds,0.0,0
466,hunterville,NZ,-39.9333,175.5667,44.55,95,99,4.52,overcast clouds,0.0,0
467,cahors,FR,44.4167,1.3333,96.37,14,6,7.27,clear sky,0.0,0
468,mildura,AU,-34.2,142.15,44.08,82,100,12.3,overcast clouds,0.0,0
469,mayo,US,38.8876,-76.5119,82.13,73,0,5.75,clear sky,0.0,0
470,bathsheba,BB,13.2167,-59.5167,86.61,84,40,27.63,scattered clouds,0.0,0
471,pokrovskoye,RU,47.4157,38.8971,88.23,26,0,2.17,clear sky,0.0,0
472,lumberton,US,34.6182,-79.0086,79.11,79,100,5.48,overcast clouds,0.0,0
473,galle,LK,6.0367,80.217,79.48,85,90,10.78,overcast clouds,0.0,0
474,augustow,PL,53.8432,22.9798,63.34,66,40,14.09,scattered clouds,0.0,0
475,krasnovishersk,RU,60.4078,57.082,69.17,85,95,10.63,light rain,0.54,0
476,almaznyy,RU,48.0448,40.045,85.28,26,0,5.61,clear sky,0.0,0
477,acari,PE,-15.4311,-74.6158,63.27,67,99,6.06,overcast clouds,0.0,0
478,miles city,US,46.4083,-105.8406,70.77,60,0,0.0,clear sky,0.0,0
479,griffith,US,41.5284,-87.4237,71.53,82,100,4.61,light rain,0.23,0
480,tautira,PF,-17.7333,-149.15,74.91,65,78,17.92,broken clouds,0.0,0
481,victoria point,AU,-27.5833,153.3,55.36,84,0,6.87,clear sky,0.0,0
482,poitiers,FR,46.5833,0.3333,86.41,28,0,10.36,clear sky,0.0,0
483,luderitz,NA,-26.6481,15.1594,74.07,33,37,3.33,scattered clouds,0.0,0
484,butterworth,MY,5.3991,100.3638,86.05,75,20,4.61,few clouds,0.0,0
485,cairns,AU,-16.9167,145.7667,64.35,68,81,12.66,broken clouds,0.0,0
486,vostok,RU,46.4856,135.8833,56.53,91,100,5.93,overcast clouds,0.0,0
487,nicoya,CR,10.1483,-85.452,78.64,84,61,6.78,broken clouds,0.0,0
488,mehamn,NO,71.0357,27.8492,76.91,50,20,17.27,few clouds,0.0,0
489,stromness,GB,58.965,-3.296,57.87,81,21,15.01,few clouds,0.0,0
490,bafoulabe,ML,13.8065,-10.8321,90.97,51,99,7.05,overcast clouds,0.0,0
491,corn island,NI,12.1694,-83.0418,80.96,83,100,15.1,overcast clouds,0.0,0
492,taksimo,RU,56.3444,114.8794,61.21,95,100,2.17,light rain,0.11,0
493,lake havasu city,US,34.4839,-114.3224,92.23,42,0,10.36,clear sky,0.0,0
494,hyeres,FR,43.1167,6.1167,101.66,60,0,14.97,clear sky,0.0,0
495,camacha,PT,33.0833,-16.3333,71.02,64,75,11.5,broken clouds,0.0,0
496,inuvik,CA,68.3499,-133.7218,45.36,84,75,5.75,broken clouds,0.0,0
497,laurentides,CA,46.4334,-74.9826,68.74,47,0,4.25,clear sky,0.0,0
498,varhaug,NO,58.6147,5.6457,58.55,70,16,15.68,few clouds,0.0,0
499,puerto carreno,CO,6.189,-67.4859,78.78,83,22,5.75,few clouds,0.0,0
500,sibolga,ID,1.7427,98.7792,78.8,87,100,3.04,overcast clouds,0.0,0
501,chara,RU,56.9064,118.2631,65.57,66,100,2.04,overcast clouds,0.0,0
502,bowen,AU,-20.0167,148.2333,64.49,82,95,15.23,overcast clouds,0.0,0
503,cheney,US,47.4874,-117.5758,62.62,65,20,4.61,few clouds,0.0,0
504,tucuman,AR,-26.8241,-65.2226,55.4,58,100,6.91,overcast clouds,0.0,0
505,talnakh,RU,69.4865,88.3972,67.21,48,98,3.18,overcast clouds,0.0,0
506,bloomingdale,US,27.8936,-82.2404,83.05,84,0,4.61,clear sky,0.0,0
507,kachug,RU,53.9606,105.8817,57.63,88,99,2.04,overcast clouds,0.0,0
508,okha,RU,53.5739,142.9478,54.7,90,58,12.12,broken clouds,0.0,0
509,mazagao,BR,-0.115,-51.2894,86.05,62,96,6.38,overcast clouds,0.0,0
510,ampanihy,MG,-24.7,44.75,75.85,29,0,8.1,clear sky,0.0,0
511,pandamatenga,BW,-18.5278,25.627,76.01,17,2,8.9,clear sky,0.0,0
512,astrakhan,RU,46.3497,48.0408,91.27,24,0,7.0,clear sky,0.0,0
513,valparaiso,CL,-33.0393,-71.6273,49.48,88,100,13.8,moderate rain,2.28,0
514,beringovskiy,RU,63.05,179.3167,47.21,80,74,9.1,broken clouds,0.0,0
515,ewa beach,US,21.3156,-158.0072,76.98,74,75,12.66,broken clouds,0.0,0
516,magadan,RU,59.5667,150.8,65.53,92,87,2.48,overcast clouds,0.0,0
517,gimbi,ET,9.1667,35.8333,59.27,94,99,0.81,light rain,0.56,0
518,hunchun,CN,42.8675,130.3581,61.39,97,91,2.35,overcast clouds,0.0,0
519,akyab,MM,20.15,92.9,82.58,82,60,16.24,moderate rain,2.37,0
520,santa fe,AR,-31.6333,-60.7,56.01,87,87,10.0,overcast clouds,0.0,0
521,kushiro,JP,42.975,144.3747,60.06,94,100,6.6,overcast clouds,0.0,0
522,rosamorada,MX,22.1222,-105.2058,77.59,93,100,1.48,overcast clouds,0.0,0
523,arkhangelsk,RU,64.5401,40.5433,75.31,60,40,2.24,scattered clouds,0.0,0
524,colares,PT,38.7992,-9.4469,91.45,44,0,9.22,clear sky,0.0,0
525,yongan,CN,39.6957,113.6871,71.71,78,50,6.24,scattered clouds,0.0,0
526,buraydah,SA,26.326,43.975,108.05,8,25,13.67,scattered clouds,0.0,0
527,liverpool,GB,53.4106,-2.9779,69.1,74,75,17.27,broken clouds,0.0,0
528,innisfail,AU,-17.5333,146.0333,62.89,83,86,5.37,overcast clouds,0.0,0
529,sovetskiy,RU,61.3614,63.5842,79.43,51,100,5.41,overcast clouds,0.0,0
530,blacksburg,US,37.2296,-80.4139,75.27,84,0,0.0,clear sky,0.0,0
531,buala,SB,-8.145,159.5921,79.05,82,100,5.53,light rain,0.22,0
532,najran,SA,17.4924,44.1277,101.05,11,97,21.03,overcast clouds,0.0,0
533,kolyvan,RU,55.3053,82.7391,67.62,63,95,5.1,overcast clouds,0.0,0
534,tahta,EG,26.7693,31.5021,97.39,17,0,18.19,clear sky,0.0,0
535,north myrtle beach,US,33.816,-78.68,74.12,95,75,3.44,moderate rain,1.33,0
536,manta,EC,-0.95,-80.7333,69.58,88,100,5.75,overcast clouds,0.0,0
537,bonthe,SL,7.5264,-12.505,79.72,79,100,11.32,light rain,0.54,0
538,broome,US,42.2506,-75.833,71.47,72,0,3.0,clear sky,0.0,0
539,beisfjord,NO,68.3751,17.5988,55.04,94,100,4.5,light rain,0.14,0
540,kiama,AU,-34.6833,150.8667,44.58,85,32,5.77,scattered clouds,0.0,0
541,palmer,US,42.1584,-72.3287,76.08,60,0,1.01,clear sky,0.0,0
542,visby,SE,57.6409,18.296,64.06,48,0,14.97,clear sky,0.0,0
543,syracuse,IT,37.0881,15.2792,87.39,58,0,9.46,clear sky,0.0,0
544,mitu,CO,1.1983,-70.1733,70.81,100,100,1.19,overcast clouds,0.0,0
545,hambantota,LK,6.1241,81.1185,84.54,79,75,12.66,broken clouds,0.0,0
546,cutervo,PE,-6.379,-78.8157,58.62,67,19,4.05,few clouds,0.0,0
547,belyy yar,RU,53.6039,91.3903,66.09,50,0,2.24,clear sky,0.0,0
548,mosquera,CO,4.7059,-74.2302,57.29,77,20,3.44,few clouds,0.0,0
549,sembakung,ID,3.8167,117.25,74.05,97,100,0.74,light rain,0.29,0
550,sao jose da coroa grande,BR,-8.8978,-35.1478,79.97,69,35,11.9,scattered clouds,0.0,0
551,polunochnoye,RU,60.8697,60.4153,80.29,54,86,6.17,overcast clouds,0.0,0
552,mandera,KE,3.9366,41.867,86.92,42,97,21.43,overcast clouds,0.0,0
553,lasa,IT,46.6166,10.7002,86.36,42,90,0.31,overcast clouds,0.0,0
554,leh,IN,34.1667,77.5833,60.94,57,94,6.53,overcast clouds,0.0,0
