City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
130,Kruisfontein,ZA,2022-07-14 20:33:34,-34.0033,24.7314,284.59,89,41,2.62
131,Teguise,ES,2022-07-14 20:33:35,29.0605,-13.564,294.27,73,20,7.2
132,Rocha,UY,2022-07-14 20:33:36,-34.4833,-54.3333,286.42,97,73,4.1
133,Puerto Quijarro,BO,2022-07-14 20:33:36,-17.7833,-57.7667,306.11,22,18,2.32
134,Evensk,RU,2022-07-14 20:33:37,61.95,159.2333,294.51,51,19,5.21
135,Manavgat,TR,2022-07-14 20:33:37,36.7867,31.4431,300.26,57,0,1.96
136,Maksatikha,RU,2022-07-14 20:33:37,57.797,35.8825,287.71,89,100,0.81
137,Olinda,BR,2022-07-14 20:33:38,-8.0089,-34.8553,299.0,69,40,6.69
138,Buta,CD,2022-07-14 20:33:38,2.7858,24.73,293.82,99,100,0.86
139,Beloha,MG,2022-07-14 20:33:39,-25.1667,45.05,290.07,79,0,1.47
140,Wad Madani,SD,2022-07-14 20:33:39,14.4012,33.5199,298.34,76,89,5.75
141,Vila Franca Do Campo,PT,2022-07-14 20:33:40,37.7167,-25.4333,295.38,92,92,3.36
142,Yellowknife,CA,2022-07-14 20:31:59,62.456,-114.3525,293.46,48,75,6.17
143,Lewisville,US,2022-07-14 20:31:22,33.0462,-96.9942,306.49,19,8,1.83
144,Georgetown,MY,2022-07-14 20:29:10,5.4112,100.3354,300.11,91,20,1.54
145,Sinazongwe,ZM,2022-07-14 20:33:41,-17.2614,27.4618,291.38,44,1,1.32
146,Soyo,AO,2022-07-14 20:33:41,-6.1349,12.3689,294.51,89,11,3.3
147,Kapoeta,SS,2022-07-14 20:33:42,4.7717,33.5903,296.41,76,99,3.23
148,Le Port,RE,2022-07-14 20:33:42,-20.9373,55.2919,293.29,72,62,1.98
149,Qaanaaq,GL,2022-07-14 20:33:42,77.484,-69.3632,280.87,81,25,3.28
150,Honningsvag,NO,2022-07-14 20:29:34,70.9821,25.9704,287.01,94,100,1.54
151,Ostrovnoy,RU,2022-07-14 20:33:43,68.0531,39.5131,288.31,90,100,5.3
152,Chuy,UY,2022-07-14 20:33:44,-33.6971,-53.4616,286.28,97,72,4.66
153,Morondava,MG,2022-07-14 20:33:44,-20.2833,44.2833,293.14,70,0,5.35
154,Khor,RU,2022-07-14 20:33:45,47.8861,134.9464,292.82,93,99,1.96
155,Berlevag,NO,2022-07-14 20:33:45,70.8578,29.0864,289.04,100,75,5.66
156,Cosolapa,MX,2022-07-14 20:33:45,18.5833,-96.65,303.26,59,100,2.45
157,Lebu,CL,2022-07-14 20:32:45,-37.6167,-73.65,280.07,83,100,3.44
158,Goderich,CA,2022-07-14 20:30:18,43.7501,-81.7165,294.21,64,0,4.63
159,Carnarvon,AU,2022-07-14 20:33:47,-24.8667,113.6333,292.34,82,37,5.03
160,Palmer,US,2022-07-14 20:29:42,42.1584,-72.3287,302.94,49,40,4.12
161,Road Town,VG,2022-07-14 20:33:47,18.4167,-64.6167,302.2,79,40,3.6
162,Nouadhibou,MR,2022-07-14 20:33:48,20.931,-17.0347,294.14,88,30,8.75
163,Nouakchott,MR,2022-07-14 20:31:42,18.0858,-15.9785,298.11,82,5,4.68
164,Kavieng,PG,2022-07-14 20:33:49,-2.5744,150.7967,300.55,79,100,6.6
165,Ak-Dovurak,RU,2022-07-14 20:33:49,51.1833,90.6,280.22,78,9,0.63
166,Floriano,BR,2022-07-14 20:33:50,-6.7669,-43.0225,304.36,31,12,2.76
167,Cartagena,CO,2022-07-14 20:33:23,10.3997,-75.5144,304.94,70,75,2.57
168,Kattivakkam,IN,2022-07-14 20:33:50,13.2167,80.3167,302.2,58,89,8.52
169,Chokurdakh,RU,2022-07-14 20:33:51,70.6333,147.9167,285.77,58,88,3.19
170,Tuatapere,NZ,2022-07-14 20:33:51,-46.1333,167.6833,278.25,95,100,2.59
171,Kerrville,US,2022-07-14 20:31:44,30.0474,-99.1403,311.07,34,40,6.17
172,Dumbea,NC,2022-07-14 20:33:52,-22.15,166.45,294.25,99,18,4.44
173,Coahuayana,MX,2022-07-14 20:33:52,18.7333,-103.6833,305.35,63,47,3.36
174,Bredasdorp,ZA,2022-07-14 20:33:53,-34.5322,20.0403,284.06,84,33,1.25
175,Boyolangu,ID,2022-07-14 20:33:53,-8.1181,111.8935,297.01,94,86,2.7
176,Upernavik,GL,2022-07-14 20:33:53,72.7868,-56.1549,277.56,88,14,6.22
177,Bubaque,GW,2022-07-14 20:33:54,11.2833,-15.8333,300.14,81,100,5.88
178,Neiafu,TO,2022-07-14 20:33:54,-18.65,-173.9833,300.53,74,20,4.63
179,Vanavara,RU,2022-07-14 20:33:55,60.34,102.2797,282.18,94,40,0.53
180,Vaini,TO,2022-07-14 20:33:56,-21.2,-175.2,298.24,94,20,3.09
181,Kalanwali,IN,2022-07-14 20:33:56,29.85,74.95,302.54,70,19,2.61
182,Severo-Kurilsk,RU,2022-07-14 20:32:17,50.6789,156.125,285.54,94,82,4.63
183,Longyearbyen,SJ,2022-07-14 20:33:57,78.2186,15.6401,287.06,67,40,8.23
184,Nanortalik,GL,2022-07-14 20:33:57,60.1432,-45.2371,281.45,77,100,1.35
185,Praia Da Vitoria,PT,2022-07-14 20:33:58,38.7333,-27.0667,296.9,83,40,7.16
186,Chernyshevskiy,RU,2022-07-14 20:33:58,63.0128,112.4714,286.81,88,100,1.31
187,Mirador,BR,2022-07-14 20:33:58,-6.3708,-44.3631,303.24,39,41,1.52
188,Paamiut,GL,2022-07-14 20:33:59,61.994,-49.6678,278.9,96,100,1.66
189,Barrow,US,2022-07-14 20:33:59,71.2906,-156.7887,274.16,80,100,5.14
190,Binabalian,PH,2022-07-14 20:34:00,16.4202,119.9279,301.22,81,100,5.15
191,Narsaq,GL,2022-07-14 20:34:00,60.9167,-46.05,289.27,60,100,3.03
192,Vallenar,CL,2022-07-14 20:34:01,-28.5708,-70.7581,285.42,63,98,5.71
193,Fort Nelson,CA,2022-07-14 20:30:19,58.8053,-122.7002,294.92,37,75,3.6
194,Teseney,ER,2022-07-14 20:34:01,15.11,36.6575,297.49,73,100,5.75
195,Mar Del Plata,AR,2022-07-14 20:31:03,-38.0023,-57.5575,285.42,96,100,5.81
196,Smidovich,RU,2022-07-14 20:34:02,48.6,133.8167,292.56,97,100,3.94
197,Smolenka,RU,2022-07-14 20:34:03,52.1352,113.4974,288.19,100,77,1.0
198,Akureyri,IS,2022-07-14 20:34:03,65.6835,-18.0878,285.11,71,75,4.63
199,Yulara,AU,2022-07-14 20:34:04,-25.2406,130.9889,278.66,48,0,3.47
200,Puerto Ayora,EC,2022-07-14 20:33:19,-0.7393,-90.3518,298.13,90,69,3.58
201,Arraial Do Cabo,BR,2022-07-14 20:34:04,-22.9661,-42.0278,296.13,83,0,6.17
202,Caranavi,BO,2022-07-14 20:34:05,-15.8167,-67.55,294.57,78,100,1.08
203,Pochutla,MX,2022-07-14 20:34:05,15.7432,-96.4661,300.83,63,99,4.91
204,Ilmajoki,FI,2022-07-14 20:34:06,62.7333,22.5667,286.6,87,40,3.09
205,Apache Junction,US,2022-07-14 20:34:06,33.4151,-111.5496,315.5,23,0,3.58
206,Mahebourg,MU,2022-07-14 20:34:07,-20.4081,57.7,294.4,88,75,5.14
207,Codrington,AU,2022-07-14 20:34:07,-38.2667,141.9667,279.18,98,44,4.35
208,Esperance,AU,2022-07-14 20:34:08,-33.8667,121.9,287.4,83,9,9.04
209,Kargil,IN,2022-07-14 20:34:08,34.5667,76.1,286.13,63,100,3.08
210,Krasnokamensk,RU,2022-07-14 20:34:09,50.0979,118.0369,288.94,98,100,2.11
211,Saint-Andre-Avellin,CA,2022-07-14 20:34:09,45.7168,-75.066,296.26,48,43,2.58
212,Labuhan,ID,2022-07-14 20:34:10,-6.8844,112.2051,297.8,90,56,3.41
213,Kaitangata,NZ,2022-07-14 20:34:10,-46.2817,169.8464,277.11,96,100,3.24
214,Tabou,CI,2022-07-14 20:34:10,4.423,-7.3528,297.38,80,91,3.87
215,Aksu,CN,2022-07-14 20:34:11,41.1231,80.2644,296.9,34,98,1.65
216,Port Hardy,CA,2022-07-14 20:34:11,50.6996,-127.4199,288.25,88,100,1.54
