City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
181,Knysna,ZA,2022-07-12 16:26:29,-34.0363,23.0471,286.37,78,0,1.86
182,Codrington,AU,2022-07-12 16:26:30,-38.2667,141.9667,281.74,67,50,3.76
183,Salalah,OM,2022-07-12 16:26:30,17.0151,54.0924,299.2,89,100,3.6
184,Tehachapi,US,2022-07-12 16:22:15,35.1322,-118.449,302.26,30,0,7.15
185,Ostrovnoy,RU,2022-07-12 16:26:31,68.0531,39.5131,289.1,93,100,2.3
186,Randfontein,ZA,2022-07-12 16:26:31,-26.1844,27.702,287.29,30,0,3.03
187,Longyearbyen,SJ,2022-07-12 16:26:32,78.2186,15.6401,282.06,87,75,4.63
188,Khuzhir,RU,2022-07-12 16:26:32,53.1939,107.3397,286.02,75,47,1.11
189,Maseru,LS,2022-07-12 16:26:33,-29.3167,27.4833,282.02,30,0,1.51
190,Katangli,RU,2022-07-12 16:26:33,51.7102,143.2326,284.46,85,0,3.55
191,Balagansk,RU,2022-07-12 16:26:33,54.0103,103.0544,288.04,74,96,1.39
192,Katsuura,JP,2022-07-12 16:26:34,35.1333,140.3,296.16,94,98,1.29
193,Nogales,MX,2022-07-12 16:26:34,31.3086,-110.9422,304.66,39,0,1.54
194,Payakumbuh,ID,2022-07-12 16:26:35,-0.2202,100.6308,295.01,96,98,1.51
195,Upington,ZA,2022-07-12 16:26:35,-28.4478,21.2561,291.36,22,0,1.03
196,Barstow,US,2022-07-12 16:26:03,34.8986,-117.0228,303.7,15,0,2.94
197,Kalengwa,ZM,2022-07-12 16:26:36,-13.4659,25.0027,293.81,31,0,2.48
198,Kapaa,US,2022-07-12 16:26:36,22.0752,-159.319,297.33,79,75,7.2
199,Chapeco,BR,2022-07-12 16:26:37,-27.0964,-52.6183,286.01,76,75,3.09
200,Clyde River,CA,2022-07-12 16:26:37,70.4692,-68.5914,280.28,76,75,2.57
201,Mar Del Plata,AR,2022-07-12 16:23:56,-38.0023,-57.5575,283.68,61,40,3.13
202,Barabai,ID,2022-07-12 16:26:38,-2.5833,115.3833,296.65,97,50,1.04
203,Grindavik,IS,2022-07-12 16:26:38,63.8424,-22.4338,285.12,71,75,8.23
204,Tezu,IN,2022-07-12 16:26:39,27.9167,96.1667,299.65,88,86,1.8
205,Bandar-E Anzali,IR,2022-07-12 16:26:39,37.4727,49.4622,300.21,81,0,4.36
206,Khilok,RU,2022-07-12 16:26:39,51.3674,110.4676,286.24,70,30,1.22
207,Viedma,AR,2022-07-12 16:26:40,-40.8135,-62.9967,285.69,35,95,11.28
208,Bethel,US,2022-07-12 16:26:40,41.3712,-73.414,303.91,61,0,6.69
209,Mlonggo,ID,2022-07-12 16:26:41,-6.5333,110.7,299.05,85,30,3.73
210,Pereyaslovskaya,RU,2022-07-12 16:26:41,45.8412,39.0238,297.95,44,38,4.88
211,Thunder Bay,CA,2022-07-12 16:25:14,48.4001,-89.3168,288.14,82,100,4.12
212,Deputatskiy,RU,2022-07-12 16:26:42,69.3,139.9,282.05,87,45,1.82
213,Polson,US,2022-07-12 16:22:22,47.6936,-114.1632,295.25,59,67,0.46
214,Lavumisa,SZ,2022-07-12 16:26:43,-27.31,31.892,292.02,81,97,1.59
215,Barra,BR,2022-07-12 16:26:43,-11.0894,-43.1417,303.39,33,5,1.74
216,Obo,CF,2022-07-12 16:26:44,5.3998,26.4869,297.6,76,100,1.33
217,Cherskiy,RU,2022-07-12 16:26:44,68.75,161.3,278.98,77,14,4.58
218,Sorochinsk,RU,2022-07-12 16:26:45,52.4338,53.1583,299.68,55,76,2.29
219,Hami,CN,2022-07-12 16:26:45,42.8,93.45,305.89,15,100,8.02
220,Majene,ID,2022-07-12 16:26:46,-3.5403,118.9707,298.48,89,54,4.92
221,Lixourion,GR,2022-07-12 16:26:46,38.2019,20.4314,301.15,54,0,7.2
222,Shwebo,MM,2022-07-12 16:26:47,22.5667,95.7,305.12,54,100,2.76
223,Kavieng,PG,2022-07-12 16:26:47,-2.5744,150.7967,301.15,76,6,6.08
224,Poum,NC,2022-07-12 16:26:47,-20.2333,164.0167,295.92,84,96,3.94
225,Khatanga,RU,2022-07-12 16:24:17,71.9667,102.5,276.27,88,100,4.3
226,Havoysund,NO,2022-07-12 16:26:48,70.9963,24.6622,288.28,72,90,5.05
227,Hambantota,LK,2022-07-12 16:26:48,6.1241,81.1185,299.57,79,46,8.23
228,Jatiroto,ID,2022-07-12 16:26:49,-7.8833,111.1167,295.86,91,91,1.73
229,Upata,VE,2022-07-12 16:26:49,8.0086,-62.3989,302.15,72,65,2.91
230,Isangel,VU,2022-07-12 16:26:50,-19.55,169.2667,297.02,90,9,2.68
231,Chuy,UY,2022-07-12 16:26:50,-33.6971,-53.4616,282.44,71,93,5.19
232,Pimentel,PE,2022-07-12 16:26:51,-6.8367,-79.9342,294.31,64,0,4.12
233,Sur,OM,2022-07-12 16:26:51,22.5667,59.5289,303.7,72,69,2.79
234,Pizarro,CO,2022-07-12 16:26:52,4.9533,-77.366,299.68,85,74,3.01
235,Hovd,MN,2022-07-12 16:26:52,48.0056,91.6419,292.18,48,96,6.04
236,Lamar,US,2022-07-12 16:26:53,33.6668,-95.5836,307.39,49,0,5.66
237,Vradiyivka,UA,2022-07-12 16:26:53,47.862,30.5919,293.55,38,82,4.11
238,Ulaangom,MN,2022-07-12 16:24:38,49.9811,92.0667,292.28,56,61,2.74
239,Basudebpur,IN,2022-07-12 16:26:54,21.1353,86.7386,301.46,85,18,3.39
240,Ayan,RU,2022-07-12 16:26:54,56.45,138.1667,287.34,99,99,3.1
241,Aloleng,PH,2022-07-12 16:26:55,16.1307,119.7824,300.65,83,100,5.04
242,Nzerekore,GN,2022-07-12 16:26:55,7.7562,-8.8179,299.13,78,82,2.13
243,Panguna,PG,2022-07-12 16:26:57,-6.3164,155.4848,292.75,93,4,0.77
244,Vila Franca Do Campo,PT,2022-07-12 16:26:57,37.7167,-25.4333,297.38,82,55,4.24
245,Vanimo,PG,2022-07-12 16:26:57,-2.6741,141.3028,298.42,89,12,2.05
246,Oranjemund,NA,2022-07-12 16:26:58,-28.55,16.4333,287.08,76,0,6.1
247,Belaya Gora,RU,2022-07-12 16:26:58,68.5333,146.4167,289.48,84,18,2.28
248,Tacuati,PY,2022-07-12 16:26:59,-23.45,-56.5833,293.02,48,63,2.6
249,Oktyabrskiy,RU,2022-07-12 16:23:56,54.4815,53.471,294.34,83,98,1.42
250,Sao Joao Da Barra,BR,2022-07-12 16:26:59,-21.6403,-41.0511,303.2,68,37,6.66
251,Chickasha,US,2022-07-12 16:27:00,35.0526,-97.9364,305.24,55,0,5.66
252,Tsaratanana,MG,2022-07-12 16:27:00,-16.7833,47.65,293.53,71,9,5.29
253,Chissamba,AO,2022-07-12 16:27:01,-12.1667,17.3333,296.55,22,1,1.11
254,Raga,SS,2022-07-12 16:27:01,8.4596,25.678,295.74,93,100,1.58
255,Husavik,IS,2022-07-12 16:27:02,66.0449,-17.3389,279.18,96,100,8.47
256,Grand-Lahou,CI,2022-07-12 16:27:02,5.1367,-5.0242,299.0,74,93,4.88
257,Gorom-Gorom,BF,2022-07-12 16:27:02,14.4439,-0.2361,311.7,23,7,3.0
258,Kilindoni,TZ,2022-07-12 16:27:03,-7.9139,39.6668,297.97,69,3,6.65
259,Warmbad,NA,2022-07-12 16:27:03,-28.45,18.7333,291.5,27,0,3.05
260,Fairbanks,US,2022-07-12 16:22:09,64.8378,-147.7164,290.54,92,20,0.0
261,Klaksvik,FO,2022-07-12 16:27:04,62.2266,-6.589,283.66,85,100,14.86
262,Abu Dhabi,AE,2022-07-12 16:22:18,24.4667,54.3667,308.16,70,0,4.12
263,Pevek,RU,2022-07-12 16:27:05,69.7008,170.3133,280.48,92,100,3.84
264,Santa Cruz,BO,2022-07-12 16:22:43,-17.8,-63.1667,294.18,30,75,10.29
